1.050650753923187963e+01,1.257686636749042464e+01,1.327581125322732625e+01,1.228638675659082580e+01,1.214403543566503174e+01,1.392161714798620054e+01,1.654010336707018780e+01,1.783593357971213322e+01,1.921471781272772716e+01,1.469001769793569068e+01,1.850437113670619382e+01,1.964438666289888147e+01,2.072638896266331088e+01,2.115811532396370254e+01,2.263190035135363587e+01,1.910811205166706017e+01,1.899438380775662694e+01,1.935931694592102659e+01,1.816901232397332322e+01,1.760656502033050685e+01,1.675633504404228447e+01,1.867960074841940354e+01
1.074547963368171821e+01,1.295582426450694236e+01,1.454125562373885217e+01,1.266899469723925975e+01,1.374116430720048498e+01,1.498180422783939036e+01,1.713477933131399311e+01,1.669962045270526474e+01,1.900505439419884013e+01,1.500378680139721332e+01,1.866072973003302593e+01,2.081689092743845748e+01,1.999175997510215907e+01,2.059508928998557664e+01,2.310020754864510195e+01,2.050612218096014772e+01,1.768176338624558142e+01,1.893387778816529732e+01,1.884226244895864966e+01,1.792771164417115770e+01,1.670439930573652276e+01,1.876502817045566474e+01
1.298574881650228718e+01,1.213559160245276836e+01,1.464536402375460256e+01,1.459391634268889604e+01,1.451900067822260354e+01,1.477927301213765965e+01,1.458186070736290851e+01,1.744627400214128343e+01,1.850126323124376171e+01,1.596626060528307889e+01,1.692040505347995349e+01,2.060346993351902967e+01,2.110041683557359349e+01,2.020143828516090068e+01,2.096616225082077278e+01,2.116322447597685397e+01,1.722030066319301511e+01,1.937878282534834540e+01,1.899185990517313982e+01,1.956555329824212563e+01,1.775949594346962357e+01,1.781181761242975981e+01
1.167378681482082392e+01,1.198169050712945172e+01,1.374851290130587778e+01,1.299288739488773992e+01,1.434320323501637162e+01,1.374516837238187428e+01,1.681955597989188078e+01,1.664880356291470775e+01,1.847822014920731704e+01,1.603503856925853199e+01,1.749994946306707888e+01,2.007155159949541456e+01,2.127096504886338124e+01,2.105726971754987886e+01,2.090581548165523529e+01,1.827461032925002371e+01,1.628134037441363091e+01,1.793124030036756622e+01,2.018885334039672941e+01,1.933676482090723781e+01,1.796122292937597820e+01,1.973794577023605257e+01
1.150469284584216112e+01,1.366344119745006402e+01,1.471943278410690326e+01,1.213061308158810725e+01,1.356454443328706461e+01,1.411613099801104987e+01,1.557538963752761951e+01,1.734610983661305639e+01,1.830259739580047551e+01,1.546346989027460950e+01,1.764236806665513768e+01,1.902399853771314397e+01,2.132412247475790323e+01,2.030368766068611919e+01,2.267475216170895891e+01,1.870696089583373478e+01,1.725720560498882250e+01,1.667894640361500080e+01,1.753646362990428997e+01,1.939437580488126400e+01,1.672401891912942062e+01,1.891226961216070279e+01
1.080340305494169861e+01,1.269127178757391938e+01,1.419248070444136367e+01,1.213485970034169270e+01,1.271673242686670235e+01,1.536542490398287697e+01,1.506995536961074578e+01,1.684202103244063764e+01,1.911096499596043330e+01,1.648637036339720652e+01,1.730472247119642759e+01,2.103744822715249541e+01,1.988738127788721854e+01,2.054016344646415604e+01,2.130220408425572387e+01,1.975022087781247038e+01,1.849029983988774006e+01,1.959094399979156620e+01,1.772401729688684924e+01,1.991893252300933526e+01,1.753801626424749927e+01,1.948643009301402884e+01
1.307862861759288720e+01,1.262235995345822559e+01,1.290648667845147557e+01,1.315877826904894832e+01,1.331134111078384308e+01,1.484126622850932264e+01,1.546901255370486794e+01,1.814032613874979916e+01,1.683616871258733738e+01,1.533095405807215528e+01,1.788677138866403027e+01,2.073248281797329540e+01,1.951569589968590535e+01,2.252885563311554762e+01,2.172456860481482011e+01,1.830123709212786309e+01,1.871464768443995297e+01,1.721936361970682228e+01,1.726788762368694563e+01,1.924178255712817887e+01,1.793841970932056995e+01,1.856544443456103721e+01
1.325658426477902374e+01,1.173003247809135985e+01,1.454409293664430436e+01,1.210326620954515420e+01,1.290109705587946110e+01,1.492168696113341397e+01,1.530590584108635710e+01,1.725406591237596388e+01,1.750233301333418012e+01,1.495976647937245829e+01,1.901487614657550296e+01,1.961713258939604287e+01,2.074688765986664052e+01,2.112553472433960167e+01,2.170458987138942319e+01,2.092622809385936122e+01,1.645802050331275623e+01,1.680097405494517560e+01,1.855238511438893667e+01,1.744861411116331595e+01,1.721582935003401360e+01,1.833918410835341462e+01
1.251590844049162499e+01,1.260000137327423175e+01,1.511442475816988029e+01,1.203488065276957286e+01,1.461888667587399127e+01,1.365147572737045500e+01,1.553320553391376890e+01,1.829270003309000714e+01,1.708768720530292384e+01,1.468989130690997236e+01,1.776251507256573703e+01,1.924677409067977152e+01,1.953130367101261911e+01,2.162761391085293994e+01,2.145108678684700720e+01,2.092180756686907372e+01,1.720127286778044962e+01,1.864235683889757311e+01,1.969538171730269838e+01,1.986649615097507038e+01,1.821967773631164533e+01,1.886973593043479269e+01
1.086961205053382606e+01,1.340467661996354920e+01,1.296494722944447275e+01,1.435054442278099884e+01,1.387860999616006730e+01,1.531253624869805563e+01,1.603114185167328642e+01,1.745223286739633650e+01,1.846637687554406426e+01,1.513561242932286710e+01,1.964766001297979159e+01,2.018623104000292301e+01,2.068258317705856797e+01,2.105449369081349431e+01,2.335584242726448423e+01,2.096210604827333057e+01,1.855540766145454867e+01,1.881323233966510600e+01,2.012281931894754550e+01,1.879362234239145479e+01,1.724359509650554401e+01,1.824402251390017327e+01
